SITE,DEPLOYMENT,NIGHT,SPECIES,COUNT,MLE
016-13094,016-130942,2016-06-08,LANO,8.0,1.0
016-13094,016-130942,2016-06-08,MYCI,6.0,5.791e-4
016-13094,016-130942,2016-06-08,MYLU,1.0,0.8115983
016-13094,016-130942,2016-06-08,MYSE,8.0,0.0
016-13094,016-130942,2016-06-08,MYTH,1.0,0.9194332
016-13094,016-130942,2016-06-08,MYVO,2.0,0.3686808
016-13094,016-130942,2016-06-08,PESU,0.0,1.0
016-13094,016-130942,2016-06-09,EPFU,76.0,0.0
016-13094,016-130942,2016-06-09,LABO,0.0,1.0
016-13094,016-130942,2016-06-09,LACI,17.0,5.63e-5
016-13094,016-130942,2016-06-09,LANO,9.0,1.0
016-13094,016-130942,2016-06-09,MYCI,2.0,0.2804757
016-13094,016-130942,2016-06-09,MYLU,3.0,0.0251047
016-13094,016-130942,2016-06-09,MYSE,5.0,5.8e-6
016-13094,016-130942,2016-06-09,MYTH,2.0,0.781491
016-13094,016-130942,2016-06-09,MYVO,1.0,0.8215393
016-13094,016-130942,2016-06-09,PESU,0.0,1.0
016-13094,016-130942,2016-06-10,EPFU,70.0,0.0
016-13094,016-130942,2016-06-10,LABO,0.0,1.0
016-13094,016-130942,2016-06-10,LACI,19.0,1.4e-6
016-13094,016-130942,2016-06-10,LANO,7.0,1.0
016-13094,016-130942,2016-06-10,MYCI,8.0,0.0015026
016-13094,016-130942,2016-06-10,MYLU,3.0,0.5379976
016-13094,016-130942,2016-06-10,MYSE,5.0,3.768e-4
016-13094,016-130942,2016-06-10,MYTH,2.0,0.7564016
016-13094,016-130942,2016-06-10,MYVO,7.0,6.31e-5
016-13094,016-130942,2016-06-10,PESU,0.0,1.0
016-13094,016-130942,2016-06-11,EPFU,27.0,0.0
016-13094,016-130942,2016-06-11,LABO,0.0,1.0
016-13094,016-130942,2016-06-11,LACI,14.0,1e-7
016-13094,016-130942,2016-06-11,LANO,5.0,1.0
016-13094,016-130942,2016-06-11,MYCI,7.0,2.646e-4
016-13094,016-130942,2016-06-11,MYLU,2.0,0.3110885
016-13094,016-130942,2016-06-11,MYSE,16.0,0.0
016-13094,016-130942,2016-06-11,MYTH,0.0,1.0
016-13094,016-130942,2016-06-11,MYVO,2.0,0.7483973
016-13094,016-130942,2016-06-11,PESU,1.0,0.0565891
016-13100,016-131001,2016-06-05,EPFU,0.0,1.0
016-13100,016-131001,2016-06-05,LABO,1.0,0.2410526
016-13100,016-131001,2016-06-05,LACI,12.0,0.0
016-13100,016-131001,2016-06-05,LANO,1.0,1.0
016-13100,016-131001,2016-06-05,MYCI,20.0,0.0
016-13100,016-131001,2016-06-05,MYLU,3.0,0.8694451
016-13100,016-131001,2016-06-05,MYSE,0.0,1.0
016-13100,016-131001,2016-06-05,MYTH,2.0,0.0308481
016-13100,016-131001,2016-06-05,MYVO,9.0,2e-7
016-13100,016-131001,2016-06-05,PESU,0.0,1.0
016-13100,016-131001,2016-06-06,EPFU,6.0,1.185e-4
016-13100,016-131001,2016-06-06,LABO,0.0,1.0
016-13100,016-131001,2016-06-06,LACI,1.0,0.7197911
016-13100,016-131001,2016-06-06,LANO,2.0,0.9166452
016-13100,016-131001,2016-06-06,MYCI,15.0,0.0
016-13100,016-131001,2016-06-06,MYLU,0.0,1.0
016-13100,016-131001,2016-06-06,MYSE,1.0,0.515948
016-13100,016-131001,2016-06-06,MYTH,2.0,0.0380652
016-13100,016-131001,2016-06-06,MYVO,6.0,2.68e-5
016-13100,016-131001,2016-06-06,PESU,0.0,1.0
016-13100,016-131001,2016-06-07,EPFU,1.0,0.6964976
016-13100,016-131001,2016-06-07,LABO,0.0,1.0
016-13100,016-131001,2016-06-07,LACI,7.0,0.0
016-13100,016-131001,2016-06-07,LANO,1.0,1.0
016-13100,016-131001,2016-06-07,MYCI,0.0,1.0
016-13100,016-131001,2016-06-07,MYLU,0.0,1.0
016-13100,016-131001,2016-06-07,MYSE,0.0,1.0
016-13100,016-131001,2016-06-07,MYTH,0.0,1.0
016-13100,016-131001,2016-06-07,MYVO,3.0,4.278e-4
016-13100,016-131001,2016-06-07,PESU,0.0,1.0
016-13100,016-131001,2016-06-08,EPFU,1.0,0.8052343
016-13100,016-131001,2016-06-08,LABO,0.0,1.0
016-13100,016-131001,2016-06-08,LACI,7.0,1e-7
016-13100,016-131001,2016-06-08,LANO,2.0,0.8320543
016-13100,016-131001,2016-06-08,MYCI,10.0,1e-7
016-13100,016-131001,2016-06-08,MYLU,0.0,1.0
016-13100,016-131001,2016-06-08,MYSE,0.0,1.0
016-13100,016-131001,2016-06-08,MYTH,0.0,1.0
016-13100,016-131001,2016-06-08,MYVO,2.0,0.0607728
016-13100,016-131001,2016-06-08,PESU,0.0,1.0
016-13100,016-131001,2016-06-09,EPFU,3.0,0.0765659
016-13100,016-131001,2016-06-09,LABO,0.0,1.0
016-13100,016-131001,2016-06-09,LACI,7.0,1.1e-6
016-13100,016-131001,2016-06-09,LANO,2.0,0.9585941
016-13100,016-131001,2016-06-09,MYCI,2.0,0.0178084
016-13100,016-131001,2016-06-09,MYLU,0.0,1.0
016-13100,016-131001,2016-06-09,MYSE,1.0,0.0404218
016-13100,016-131001,2016-06-09,MYTH,2.0,0.0148321
016-13100,016-131001,2016-06-09,MYVO,0.0,1.0
016-13100,016-131001,2016-06-09,PESU,0.0,1.0
016-13100,016-131001,2016-06-10,EPFU,5.0,0.2492784
016-13100,016-131001,2016-06-10,LABO,0.0,1.0
016-13100,016-131001,2016-06-10,LACI,19.0,0.0
016-13100,016-131001,2016-06-10,LANO,12.0,0.009446
016-13100,016-131001,2016-06-10,MYCI,1.0,0.3976039
016-13100,016-131001,2016-06-10,MYLU,0.0,1.0
016-13100,016-131001,2016-06-10,MYSE,0.0,1.0
016-13100,016-131001,2016-06-10,MYTH,0.0,1.0
016-13100,016-131001,2016-06-10,MYVO,1.0,0.0934446
016-13100,016-131001,2016-06-10,PESU,0.0,1.0
016-13100,016-131001,2016-06-11,EPFU,3.0,0.9516171
016-13100,016-131001,2016-06-11,LABO,0.0,1.0
016-13100,016-131001,2016-06-11,LACI,19.0,0.0
016-13100,016-131001,2016-06-11,LANO,16.0,5.51e-5
016-13100,016-131001,2016-06-11,MYCI,2.0,0.0774083
016-13100,016-131001,2016-06-11,MYLU,0.0,1.0
016-13100,016-131001,2016-06-11,MYSE,0.0,1.0
016-13100,016-131001,2016-06-11,MYTH,1.0,0.54465
016-13100,016-131001,2016-06-11,MYVO,1.0,0.1222635
016-13100,016-131001,2016-06-11,PESU,0.0,1.0
016-13100,016-131002,2016-06-05,EPFU,7.0,4.374e-4
016-13100,016-131002,2016-06-05,LABO,0.0,1.0
016-13100,016-131002,2016-06-05,LACI,8.0,4.2e-6
016-13100,016-131002,2016-06-05,LANO,4.0,0.7580207
016-13100,016-131002,2016-06-05,MYCI,27.0,0.0
016-13100,016-131002,2016-06-05,MYLU,1.0,1.0
016-13100,016-131002,2016-06-05,MYSE,4.0,5.911e-4
016-13100,016-131002,2016-06-05,MYTH,0.0,1.0
016-13100,016-131002,2016-06-05,MYVO,4.0,0.0273968
016-13100,016-131002,2016-06-05,PESU,0.0,1.0
016-13100,016-131002,2016-06-06,EPFU,9.0,1e-7
016-13100,016-131002,2016-06-06,LABO,0.0,1.0
016-13100,016-131002,2016-06-06,LACI,3.0,0.077813
016-13100,016-131002,2016-06-06,LANO,1.0,1.0
016-13100,016-131002,2016-06-06,MYCI,13.0,0.0
016-13100,016-131002,2016-06-06,MYLU,0.0,1.0
016-13100,016-131002,2016-06-06,MYSE,0.0,1.0
016-13100,016-131002,2016-06-06,MYTH,1.0,0.3792508
016-13100,016-131002,2016-06-06,MYVO,3.0,0.0104807
016-13100,016-131002,2016-06-06,PESU,0.0,1.0
016-13100,016-131002,2016-06-07,EPFU,6.0,9.68e-5
016-13100,016-131002,2016-06-07,LABO,0.0,1.0
016-13100,016-131002,2016-06-07,LACI,7.0,5.5e-6
016-13100,016-131002,2016-06-07,LANO,0.0,1.0
016-13100,016-131002,2016-06-07,MYCI,10.0,0.0
016-13100,016-131002,2016-06-07,MYLU,0.0,1.0
016-13100,016-131002,2016-06-07,MYSE,0.0,1.0
016-13100,016-131002,2016-06-07,MYTH,0.0,1.0
016-13100,016-131002,2016-06-07,MYVO,1.0,0.4337097
016-13100,016-131002,2016-06-07,PESU,0.0,1.0
016-13100,016-131002,2016-06-08,EPFU,11.0,1e-7
016-13100,016-131002,2016-06-08,LABO,0.0,1.0
016-13100,016-131002,2016-06-08,LACI,4.0,0.0365072
016-13100,016-131002,2016-06-08,LANO,4.0,0.8282201
016-13100,016-131002,2016-06-08,MYCI,4.0,0.0029114
016-13100,016-131002,2016-06-08,MYLU,0.0,1.0
016-13100,016-131002,2016-06-08,MYSE,5.0,8e-7
016-13100,016-131002,2016-06-08,MYTH,0.0,1.0
016-13100,016-131002,2016-06-08,MYVO,1.0,0.7311886
016-13100,016-131002,2016-06-08,PESU,0.0,1.0
016-13100,016-131002,2016-06-09,EPFU,1.0,0.9635171
016-13100,016-131002,2016-06-09,LABO,0.0,1.0
016-13100,016-131002,2016-06-09,LACI,5.0,2.677e-4
016-13100,016-131002,2016-06-09,LANO,5.0,0.0354069
016-13100,016-131002,2016-06-09,MYCI,2.0,0.1580888
016-13100,016-131002,2016-06-09,MYLU,0.0,1.0
016-13100,016-131002,2016-06-09,MYSE,0.0,1.0
016-13100,016-131002,2016-06-09,MYTH,0.0,1.0
016-13100,016-131002,2016-06-09,MYVO,2.0,0.0087319
016-13100,016-131002,2016-06-09,PESU,0.0,1.0
016-13100,016-131002,2016-06-10,EPFU,11.0,0.1574671
016-13100,016-131002,2016-06-10,LABO,0.0,1.0
016-13100,016-131002,2016-06-10,LACI,46.0,0.0
016-13100,016-131002,2016-06-10,LANO,35.0,0.0
016-13100,016-131002,2016-06-10,MYCI,2.0,0.0750996
016-13100,016-131002,2016-06-10,MYLU,0.0,1.0
016-13100,016-131002,2016-06-10,MYSE,0.0,1.0
016-13100,016-131002,2016-06-10,MYTH,0.0,1.0
016-13100,016-131002,2016-06-10,MYVO,1.0,0.1231984
016-13100,016-131002,2016-06-10,PESU,0.0,1.0
016-13100,016-131002,2016-06-11,EPFU,6.0,0.1978463
016-13100,016-131002,2016-06-11,LABO,0.0,1.0
016-13100,016-131002,2016-06-11,LACI,22.0,0.0
016-13100,016-131002,2016-06-11,LANO,15.0,0.0016847
016-13100,016-131002,2016-06-11,MYCI,8.0,0.0
016-13100,016-131002,2016-06-11,MYLU,0.0,1.0
016-13100,016-131002,2016-06-11,MYSE,0.0,1.0
016-13100,016-131002,2016-06-11,MYTH,1.0,0.5999065
016-13100,016-131002,2016-06-11,MYVO,0.0,1.0
016-13100,016-131002,2016-06-11,PESU,0.0,1.0
016-13114,016-131141,2016-06-04,EPFU,12.0,0.0
016-13114,016-131141,2016-06-04,LABO,0.0,1.0
016-13114,016-131141,2016-06-04,LACI,2.0,0.4380083
016-13114,016-131141,2016-06-04,LANO,0.0,1.0
016-13114,016-131141,2016-06-04,MYCI,13.0,0.0
016-13114,016-131141,2016-06-04,MYLU,0.0,1.0
016-13114,016-131141,2016-06-04,MYSE,1.0,0.3118309
016-13114,016-131141,2016-06-04,MYTH,0.0,1.0
016-13114,016-131141,2016-06-04,MYVO,3.0,0.0201209
016-13114,016-131141,2016-06-04,PESU,0.0,1.0
016-13114,016-131141,2016-06-05,EPFU,7.0,2.9e-6
016-13114,016-131141,2016-06-05,LABO,0.0,1.0
016-13114,016-131141,2016-06-05,LACI,0.0,1.0
016-13114,016-131141,2016-06-05,LANO,1.0,1.0
016-13114,016-131141,2016-06-05,MYCI,5.0,3.29e-5
016-13114,016-131141,2016-06-05,MYLU,0.0,1.0
016-13114,016-131141,2016-06-05,MYSE,2.0,0.0016667
016-13114,016-131141,2016-06-05,MYTH,1.0,0.2574365
016-13114,016-131141,2016-06-05,MYVO,0.0,1.0
016-13114,016-131141,2016-06-05,PESU,1.0,0.0478424
016-13114,016-131141,2016-06-06,EPFU,2.0,0.0939307
016-13114,016-131141,2016-06-06,LABO,0.0,1.0
016-13114,016-131141,2016-06-06,LACI,2.0,0.0511748
016-13114,016-131141,2016-06-06,LANO,1.0,0.9492587
016-13114,016-131141,2016-06-06,MYCI,1.0,0.1139912
016-13114,016-131141,2016-06-06,MYLU,0.0,1.0
016-13114,016-131141,2016-06-06,MYSE,0.0,1.0
016-13114,016-131141,2016-06-06,MYTH,0.0,1.0
016-13114,016-131141,2016-06-06,MYVO,0.0,1.0
016-13114,016-131141,2016-06-06,PESU,0.0,1.0
016-13114,016-131141,2016-06-07,EPFU,4.0,6.443e-4
016-13114,016-131141,2016-06-07,LABO,0.0,1.0
016-13114,016-131141,2016-06-07,LACI,2.0,0.0988707
016-13114,016-131141,2016-06-07,LANO,0.0,1.0
016-13114,016-131141,2016-06-07,MYCI,0.0,1.0
016-13114,016-131141,2016-06-07,MYLU,0.0,1.0
016-13114,016-131141,2016-06-07,MYSE,0.0,1.0
016-13114,016-131141,2016-06-07,MYTH,1.0,0.1678115
016-13114,016-131141,2016-06-07,MYVO,0.0,1.0
016-13114,016-131141,2016-06-07,PESU,0.0,1.0
016-13114,016-131141,2016-06-08,EPFU,3.0,0.0145351
016-13114,016-131141,2016-06-08,LABO,0.0,1.0
016-13114,016-131141,2016-06-08,LACI,2.0,0.0768421
016-13114,016-131141,2016-06-08,LANO,1.0,0.9953492
016-13114,016-131141,2016-06-08,MYCI,0.0,1.0
016-13114,016-131141,2016-06-08,MYLU,0.0,1.0
016-13114,016-131141,2016-06-08,MYSE,0.0,1.0
016-13114,016-131141,2016-06-08,MYTH,0.0,1.0
016-13114,016-131141,2016-06-08,MYVO,1.0,0.0752513
016-13114,016-131141,2016-06-08,PESU,0.0,1.0
016-13114,016-131141,2016-06-09,EPFU,4.0,0.0026118
016-13114,016-131141,2016-06-09,LABO,0.0,1.0
016-13114,016-131141,2016-06-09,LACI,3.0,0.0147705
016-13114,016-131141,2016-06-09,LANO,1.0,1.0
016-13114,016-131141,2016-06-09,MYCI,0.0,1.0
016-13114,016-131141,2016-06-09,MYLU,0.0,1.0
016-13114,016-131141,2016-06-09,MYSE,0.0,1.0
016-13114,016-131141,2016-06-09,MYTH,0.0,1.0
016-13114,016-131141,2016-06-09,MYVO,1.0,0.0753692
016-13114,016-131141,2016-06-09,PESU,0.0,1.0
016-13114,016-131141,2016-06-10,EPFU,0.0,1.0
016-13114,016-131141,2016-06-10,LABO,0.0,1.0
016-13114,016-131141,2016-06-10,LACI,0.0,1.0
016-13114,016-131141,2016-06-10,LANO,0.0,1.0
016-13114,016-131141,2016-06-10,MYCI,0.0,1.0
016-13114,016-131141,2016-06-10,MYLU,0.0,1.0
016-13114,016-131141,2016-06-10,MYSE,0.0,1.0
016-13114,016-131141,2016-06-10,MYTH,0.0,1.0
016-13114,016-131141,2016-06-10,MYVO,0.0,1.0
016-13114,016-131141,2016-06-10,PESU,0.0,1.0
016-13114,016-131142,2016-06-04,EPFU,1.0,0.4053395
016-13114,016-131142,2016-06-04,LABO,1.0,0.2712887
016-13114,016-131142,2016-06-04,LACI,1.0,0.2617778
016-13114,016-131142,2016-06-04,LANO,1.0,0.8992555
016-13114,016-131142,2016-06-04,MYCI,31.0,0.0
016-13114,016-131142,2016-06-04,MYLU,4.0,1.0
016-13114,016-131142,2016-06-04,MYSE,1.0,0.990607
016-13114,016-131142,2016-06-04,MYTH,1.0,0.4289766
016-13114,016-131142,2016-06-04,MYVO,20.0,0.0
016-13114,016-131142,2016-06-04,PESU,0.0,1.0
016-13114,016-131142,2016-06-05,EPFU,4.0,3.846e-4
016-13114,016-131142,2016-06-05,LABO,0.0,1.0
016-13114,016-131142,2016-06-05,LACI,1.0,0.508728
016-13114,016-131142,2016-06-05,LANO,0.0,1.0
016-13114,016-131142,2016-06-05,MYCI,1.0,0.9554776
016-13114,016-131142,2016-06-05,MYLU,1.0,0.9833786
016-13114,016-131142,2016-06-05,MYSE,0.0,1.0
016-13114,016-131142,2016-06-05,MYTH,0.0,1.0
016-13114,016-131142,2016-06-05,MYVO,5.0,1.55e-5
016-13114,016-131142,2016-06-05,PESU,0.0,1.0
016-13114,016-131142,2016-06-06,EPFU,0.0,1.0
016-13114,016-131142,2016-06-06,LABO,0.0,1.0
016-13114,016-131142,2016-06-06,LACI,0.0,1.0
016-13114,016-131142,2016-06-06,LANO,0.0,1.0
016-13114,016-131142,2016-06-06,MYCI,2.0,0.0765259
016-13114,016-131142,2016-06-06,MYLU,0.0,1.0
016-13114,016-131142,2016-06-06,MYSE,0.0,1.0
016-13114,016-131142,2016-06-06,MYTH,1.0,0.0273602
016-13114,016-131142,2016-06-06,MYVO,1.0,0.1234629
016-13114,016-131142,2016-06-06,PESU,0.0,1.0
016-13114,016-131142,2016-06-07,EPFU,3.0,0.0020601
016-13114,016-131142,2016-06-07,LABO,0.0,1.0
016-13114,016-131142,2016-06-07,LACI,0.0,1.0
016-13114,016-131142,2016-06-07,LANO,0.0,1.0
016-13114,016-131142,2016-06-07,MYCI,0.0,1.0
016-13114,016-131142,2016-06-07,MYLU,0.0,1.0
016-13114,016-131142,2016-06-07,MYSE,0.0,1.0
016-13114,016-131142,2016-06-07,MYTH,0.0,1.0
016-13114,016-131142,2016-06-07,MYVO,1.0,0.0757834
016-13114,016-131142,2016-06-07,PESU,0.0,1.0
016-13114,016-131142,2016-06-08,EPFU,1.0,0.419952
016-13114,016-131142,2016-06-08,LABO,0.0,1.0
016-13114,016-131142,2016-06-08,LACI,1.0,0.2762435
016-13114,016-131142,2016-06-08,LANO,1.0,0.7306541
016-13114,016-131142,2016-06-08,MYCI,0.0,1.0
016-13114,016-131142,2016-06-08,MYLU,0.0,1.0
016-13114,016-131142,2016-06-08,MYSE,0.0,1.0
016-13114,016-131142,2016-06-08,MYTH,0.0,1.0
016-13114,016-131142,2016-06-08,MYVO,1.0,0.0752496
016-13114,016-131142,2016-06-08,PESU,0.0,1.0
016-13114,016-131142,2016-06-09,EPFU,1.0,0.4080974
016-13114,016-131142,2016-06-09,LABO,0.0,1.0
016-13114,016-131142,2016-06-09,LACI,3.0,0.0012275
016-13114,016-131142,2016-06-09,LANO,0.0,1.0
016-13114,016-131142,2016-06-09,MYCI,0.0,1.0
016-13114,016-131142,2016-06-09,MYLU,0.0,1.0
016-13114,016-131142,2016-06-09,MYSE,0.0,1.0
016-13114,016-131142,2016-06-09,MYTH,0.0,1.0
016-13114,016-131142,2016-06-09,MYVO,0.0,1.0
016-13114,016-131142,2016-06-09,PESU,0.0,1.0
016-13114,016-131142,2016-06-10,EPFU,2.0,0.0161887
016-13114,016-131142,2016-06-10,LABO,0.0,1.0
016-13114,016-131142,2016-06-10,LACI,0.0,1.0
016-13114,016-131142,2016-06-10,LANO,0.0,1.0
016-13114,016-131142,2016-06-10,MYCI,0.0,1.0
016-13114,016-131142,2016-06-10,MYLU,0.0,1.0
016-13114,016-131142,2016-06-10,MYSE,0.0,1.0
016-13114,016-131142,2016-06-10,MYTH,0.0,1.0
016-13114,016-131142,2016-06-10,MYVO,1.0,0.074938
016-13114,016-131142,2016-06-10,PESU,0.0,1.0
016-13126,016-131261,2016-06-04,EPFU,6.0,0.0038041
016-13126,016-131261,2016-06-04,LABO,1.0,0.0535131
016-13126,016-131261,2016-06-04,LACI,11.0,0.0
016-13126,016-131261,2016-06-04,LANO,4.0,0.8149524
016-13126,016-131261,2016-06-04,MYCI,0.0,1.0
016-13126,016-131261,2016-06-04,MYLU,0.0,1.0
016-13126,016-131261,2016-06-04,MYSE,0.0,1.0
016-13126,016-131261,2016-06-04,MYTH,2.0,0.044237
016-13126,016-131261,2016-06-04,MYVO,0.0,1.0
016-13126,016-131261,2016-06-04,PESU,0.0,1.0
016-13126,016-131261,2016-06-05,EPFU,14.0,0.0
016-13126,016-131261,2016-06-05,LABO,0.0,1.0
016-13126,016-131261,2016-06-05,LACI,9.0,6.3e-6
016-13126,016-131261,2016-06-05,LANO,0.0,1.0
016-13126,016-131261,2016-06-05,MYCI,0.0,1.0
016-13126,016-131261,2016-06-05,MYLU,0.0,1.0
016-13126,016-131261,2016-06-05,MYSE,3.0,2.735e-4
016-13126,016-131261,2016-06-05,MYTH,1.0,0.4965724
016-13126,016-131261,2016-06-05,MYVO,1.0,0.5112882
016-13126,016-131261,2016-06-05,PESU,0.0,1.0
016-13126,016-131261,2016-06-06,EPFU,16.0,0.0
016-13126,016-131261,2016-06-06,LABO,1.0,0.1571636
016-13126,016-131261,2016-06-06,LACI,4.0,0.0693445
016-13126,016-131261,2016-06-06,LANO,0.0,1.0
016-13126,016-131261,2016-06-06,MYCI,10.0,9e-7
016-13126,016-131261,2016-06-06,MYLU,1.0,0.9959649
016-13126,016-131261,2016-06-06,MYSE,1.0,0.3561999
016-13126,016-131261,2016-06-06,MYTH,2.0,0.093862
016-13126,016-131261,2016-06-06,MYVO,3.0,0.0153587
016-13126,016-131261,2016-06-06,PESU,1.0,0.1895066
016-13126,016-131261,2016-06-07,EPFU,13.0,0.0
016-13126,016-131261,2016-06-07,LABO,0.0,1.0
016-13126,016-131261,2016-06-07,LACI,6.0,0.0013659
016-13126,016-131261,2016-06-07,LANO,0.0,1.0
016-13126,016-131261,2016-06-07,MYCI,3.0,0.0223692
016-13126,016-131261,2016-06-07,MYLU,0.0,1.0
016-13126,016-131261,2016-06-07,MYSE,7.0,0.0
016-13126,016-131261,2016-06-07,MYTH,1.0,0.4484143
016-13126,016-131261,2016-06-07,MYVO,1.0,0.8327969
016-13126,016-131261,2016-06-07,PESU,0.0,1.0
016-13126,016-131261,2016-06-08,EPFU,5.0,8.817e-4
016-13126,016-131261,2016-06-08,LABO,0.0,1.0
016-13126,016-131261,2016-06-08,LACI,0.0,1.0
016-13126,016-131261,2016-06-08,LANO,2.0,0.7770459
016-13126,016-131261,2016-06-08,MYCI,0.0,1.0
016-13126,016-131261,2016-06-08,MYLU,0.0,1.0
016-13126,016-131261,2016-06-08,MYSE,4.0,1.054e-4
016-13126,016-131261,2016-06-08,MYTH,5.0,1.5e-6
016-13126,016-131261,2016-06-08,MYVO,3.0,0.0255997
016-13126,016-131261,2016-06-08,PESU,0.0,1.0
016-13126,016-131261,2016-06-09,EPFU,13.0,0.0
016-13126,016-131261,2016-06-09,LABO,0.0,1.0
016-13126,016-131261,2016-06-09,LACI,1.0,0.9517323
016-13126,016-131261,2016-06-09,LANO,0.0,1.0
016-13126,016-131261,2016-06-09,MYCI,4.0,0.0159795
016-13126,016-131261,2016-06-09,MYLU,0.0,1.0
016-13126,016-131261,2016-06-09,MYSE,1.0,0.2991986
016-13126,016-131261,2016-06-09,MYTH,3.0,0.0055442
016-13126,016-131261,2016-06-09,MYVO,3.0,0.0044594
016-13126,016-131261,2016-06-09,PESU,0.0,1.0
016-13126,016-131261,2016-06-10,EPFU,8.0,2.51e-5
016-13126,016-131261,2016-06-10,LABO,0.0,1.0
016-13126,016-131261,2016-06-10,LACI,7.0,3.73e-5
016-13126,016-131261,2016-06-10,LANO,3.0,0.9842183
016-13126,016-131261,2016-06-10,MYCI,4.0,0.0973393
016-13126,016-131261,2016-06-10,MYLU,1.0,1.0
016-13126,016-131261,2016-06-10,MYSE,2.0,0.11034
016-13126,016-131261,2016-06-10,MYTH,0.0,1.0
016-13126,016-131261,2016-06-10,MYVO,6.0,1.24e-5
016-13126,016-131261,2016-06-10,PESU,0.0,1.0
016-13126,016-131261,2016-06-11,EPFU,7.0,1.3e-6
016-13126,016-131261,2016-06-11,LABO,0.0,1.0
016-13126,016-131261,2016-06-11,LACI,2.0,0.2177818
016-13126,016-131261,2016-06-11,LANO,0.0,1.0
016-13126,016-131261,2016-06-11,MYCI,2.0,0.2957596
016-13126,016-131261,2016-06-11,MYLU,0.0,1.0
016-13126,016-131261,2016-06-11,MYSE,3.0,0.0023787
016-13126,016-131261,2016-06-11,MYTH,1.0,0.2977238
016-13126,016-131261,2016-06-11,MYVO,3.0,0.0147372
016-13126,016-131261,2016-06-11,PESU,3.0,1.125e-4
016-13126,016-131262,2016-06-04,EPFU,3.0,0.0114887
016-13126,016-131262,2016-06-04,LABO,0.0,1.0
016-13126,016-131262,2016-06-04,LACI,1.0,0.45775
016-13126,016-131262,2016-06-04,LANO,1.0,0.9688924
016-13126,016-131262,2016-06-04,MYCI,0.0,1.0
016-13126,016-131262,2016-06-04,MYLU,0.0,1.0
016-13126,016-131262,2016-06-04,MYSE,0.0,1.0
016-13126,016-131262,2016-06-04,MYTH,0.0,1.0
016-13126,016-131262,2016-06-04,MYVO,0.0,1.0
016-13126,016-131262,2016-06-04,PESU,0.0,1.0
016-13126,016-131262,2016-06-05,EPFU,6.0,4.2e-6
016-13126,016-131262,2016-06-05,LABO,0.0,1.0
016-13126,016-131262,2016-06-05,LACI,0.0,1.0
016-13126,016-131262,2016-06-05,LANO,0.0,1.0
016-13126,016-131262,2016-06-05,MYCI,2.0,0.0737703
016-13126,016-131262,2016-06-05,MYLU,0.0,1.0
016-13126,016-131262,2016-06-05,MYSE,0.0,1.0
016-13126,016-131262,2016-06-05,MYTH,0.0,1.0
016-13126,016-131262,2016-06-05,MYVO,1.0,0.124453
016-13126,016-131262,2016-06-05,PESU,0.0,1.0
016-13126,016-131262,2016-06-06,EPFU,2.0,0.017568
016-13126,016-131262,2016-06-06,LABO,0.0,1.0
016-13126,016-131262,2016-06-06,LACI,0.0,1.0
016-13126,016-131262,2016-06-06,LANO,0.0,1.0
016-13126,016-131262,2016-06-06,MYCI,2.0,0.0134348
016-13126,016-131262,2016-06-06,MYLU,0.0,1.0
016-13126,016-131262,2016-06-06,MYSE,0.0,1.0
016-13126,016-131262,2016-06-06,MYTH,1.0,0.0809313
016-13126,016-131262,2016-06-06,MYVO,0.0,1.0
016-13126,016-131262,2016-06-06,PESU,0.0,1.0
016-13126,016-131262,2016-06-07,EPFU,4.0,2.622e-4
016-13126,016-131262,2016-06-07,LABO,0.0,1.0
016-13126,016-131262,2016-06-07,LACI,0.0,1.0
016-13126,016-131262,2016-06-07,LANO,0.0,1.0
016-13126,016-131262,2016-06-07,MYCI,0.0,1.0
016-13126,016-131262,2016-06-07,MYLU,0.0,1.0
016-13126,016-131262,2016-06-07,MYSE,0.0,1.0
016-13126,016-131262,2016-06-07,MYTH,0.0,1.0
016-13126,016-131262,2016-06-07,MYVO,0.0,1.0
016-13126,016-131262,2016-06-07,PESU,0.0,1.0
016-13126,016-131262,2016-06-08,EPFU,1.0,0.1272362
016-13126,016-131262,2016-06-08,LABO,0.0,1.0
016-13126,016-131262,2016-06-08,LACI,0.0,1.0
016-13126,016-131262,2016-06-08,LANO,0.0,1.0
016-13126,016-131262,2016-06-08,MYCI,0.0,1.0
016-13126,016-131262,2016-06-08,MYLU,0.0,1.0
016-13126,016-131262,2016-06-08,MYSE,0.0,1.0
016-13126,016-131262,2016-06-08,MYTH,0.0,1.0
016-13126,016-131262,2016-06-08,MYVO,1.0,0.0740987
016-13126,016-131262,2016-06-08,PESU,0.0,1.0
016-13126,016-131262,2016-06-09,EPFU,3.0,0.0022222
016-13126,016-131262,2016-06-09,LABO,0.0,1.0
016-13126,016-131262,2016-06-09,LACI,0.0,1.0
016-13126,016-131262,2016-06-09,LANO,0.0,1.0
016-13126,016-131262,2016-06-09,MYCI,0.0,1.0
016-13126,016-131262,2016-06-09,MYLU,0.0,1.0
016-13126,016-131262,2016-06-09,MYSE,0.0,1.0
016-13126,016-131262,2016-06-09,MYTH,1.0,0.1128441
016-13126,016-131262,2016-06-09,MYVO,0.0,1.0
016-13126,016-131262,2016-06-09,PESU,0.0,1.0
016-13126,016-131262,2016-06-10,EPFU,1.0,0.612929
