can_depnum,can_story,can_loc,can_closure
009841,Canopy,Q3,4
009841,Canopy,Q4,5
009842,Midstory,Mic,1
009842,Midstory,Q1,3
009842,Midstory,Q2,5
009842,Midstory,Q3,5
009842,Midstory,Q4,1
009842,Canopy,Mic,5
009842,Canopy,Q1,5
009842,Canopy,Q2,5
009842,Canopy,Q3,5
009842,Canopy,Q4,2
008861,Midstory,Mic,1
008861,Midstory,Q1,2
008861,Midstory,Q2,5
008861,Midstory,Q3,1
008861,Midstory,Q4,5
008861,Canopy,Mic,5
008861,Canopy,Q1,5
008861,Canopy,Q2,5
008861,Canopy,Q3,5
008861,Canopy,Q4,5
008862,Midstory,Mic,1
008862,Midstory,Q1,3
008862,Midstory,Q2,4
008862,Midstory,Q3,3
008862,Midstory,Q4,1
008862,Canopy,Mic,2
008862,Canopy,Q1,5
008862,Canopy,Q2,5
008862,Canopy,Q3,5
008862,Canopy,Q4,5
008882,Midstory,Mic,1
008882,Midstory,Q1,1
008882,Midstory,Q2,1
008882,Midstory,Q3,4
008882,Midstory,Q4,5
008882,Canopy,Mic,5
008882,Canopy,Q1,5
008882,Canopy,Q2,5
008882,Canopy,Q3,5
008882,Canopy,Q4,5
008881,Midstory,Mic,1
008881,Midstory,Q1,2
008881,Midstory,Q2,4
008881,Midstory,Q3,1
008881,Midstory,Q4,1
008881,Canopy,Mic,5
008881,Canopy,Q1,5
008881,Canopy,Q2,5
008881,Canopy,Q3,5
008881,Canopy,Q4,2
009811,Midstory,Mic,1
009811,Midstory,Q1,1
009811,Midstory,Q2,5
009811,Midstory,Q3,5
009811,Midstory,Q4,2
009811,Canopy,Mic,1
009811,Canopy,Q1,2
009811,Canopy,Q2,4
009811,Canopy,Q3,5
009811,Canopy,Q4,5
009812,Midstory,Mic,1
009812,Midstory,Q1,1
009812,Midstory,Q2,1
009812,Midstory,Q3,5
009812,Midstory,Q4,1
009812,Canopy,Mic,3
009812,Canopy,Q1,1
009812,Canopy,Q2,3
009812,Canopy,Q3,5
009812,Canopy,Q4,1
010212,Midstory,Mic,1
010212,Midstory,Q1,5
010212,Midstory,Q2,5
010212,Midstory,Q3,1
010212,Midstory,Q4,5
010212,Canopy,Mic,5
010212,Canopy,Q1,4
010212,Canopy,Q2,1
010212,Canopy,Q3,3
010212,Canopy,Q4,3
010211,Midstory,Mic,2
010211,Midstory,Q1,2
010211,Midstory,Q2,1
010211,Midstory,Q3,2
010211,Midstory,Q4,3
010211,Canopy,Mic,5
010211,Canopy,Q1,5
010211,Canopy,Q2,1
010211,Canopy,Q3,1
010211,Canopy,Q4,4
010122,Midstory,Mic,1
010122,Midstory,Q1,5
010122,Midstory,Q2,1
010122,Midstory,Q3,1
010122,Midstory,Q4,5
010122,Canopy,Mic,3
010122,Canopy,Q1,5
010122,Canopy,Q2,5
010122,Canopy,Q3,1
010122,Canopy,Q4,4
010121,Midstory,Mic,1
010121,Midstory,Q1,5
010121,Midstory,Q2,1
010121,Midstory,Q3,1
010121,Midstory,Q4,5
010121,Canopy,Mic,1
010121,Canopy,Q1,4
010121,Canopy,Q2,1
010121,Canopy,Q3,2
010121,Canopy,Q4,5
009641,Midstory,Mic,1
009641,Midstory,Q1,1
009641,Midstory,Q2,3
009641,Midstory,Q3,4
009641,Midstory,Q4,4
009641,Canopy,Mic,2
009641,Canopy,Q1,5
009641,Canopy,Q2,5
009641,Canopy,Q3,5
009641,Canopy,Q4,3
009642,Midstory,Mic,1
009642,Midstory,Q1,1
009642,Midstory,Q2,1
009642,Midstory,Q3,2
009642,Midstory,Q4,2
009642,Canopy,Mic,3
009642,Canopy,Q1,5
009642,Canopy,Q2,5
009642,Canopy,Q3,5
009642,Canopy,Q4,5
008771,Midstory,Mic,1
008771,Midstory,Q1,5
008771,Midstory,Q2,2
008771,Midstory,Q3,2
008771,Midstory,Q4,5
008771,Canopy,Mic,1
008771,Canopy,Q1,2
008771,Canopy,Q2,2
008771,Canopy,Q3,1
008771,Canopy,Q4,1
008772,Midstory,Mic,1
008772,Midstory,Q1,5
008772,Midstory,Q2,1
008772,Midstory,Q3,1
008772,Midstory,Q4,3
008772,Canopy,Mic,1
008772,Canopy,Q1,1
008772,Canopy,Q2,5
008772,Canopy,Q3,1
008772,Canopy,Q4,1
010052,Midstory,Mic,3
010052,Midstory,Q1,5
010052,Midstory,Q2,4
010052,Midstory,Q3,1
010052,Midstory,Q4,5
010052,Canopy,Mic,5
010052,Canopy,Q1,5
010052,Canopy,Q2,5
010052,Canopy,Q3,1
010052,Canopy,Q4,5
010051,Midstory,Mic,1
010051,Midstory,Q1,1
010051,Midstory,Q2,5
010051,Midstory,Q3,5
010051,Midstory,Q4,1
010051,Canopy,Mic,3
010051,Canopy,Q1,4
010051,Canopy,Q2,5
010051,Canopy,Q3,5
010051,Canopy,Q4,5
009141,Midstory,Mic,1
009141,Midstory,Q1,1
009141,Midstory,Q2,3
009141,Midstory,Q3,1
009141,Midstory,Q4,1
009141,Canopy,Mic,1
009141,Canopy,Q1,3
009141,Canopy,Q2,5
009141,Canopy,Q3,1
009141,Canopy,Q4,1
009142,Midstory,Mic,1
009142,Midstory,Q1,1
009142,Midstory,Q2,1
009142,Midstory,Q3,5
009142,Midstory,Q4,5
009142,Canopy,Mic,5
009142,Canopy,Q1,5
009142,Canopy,Q2,2
009142,Canopy,Q3,4
009142,Canopy,Q4,5
009341,Midstory,Mic,2
009341,Midstory,Q1,5
009341,Midstory,Q2,1
009341,Midstory,Q3,4
009341,Midstory,Q4,4
009341,Canopy,Mic,5
009341,Canopy,Q1,5
009341,Canopy,Q2,5
009341,Canopy,Q3,5
009341,Canopy,Q4,4
009342,Midstory,Mic,1
009342,Midstory,Q1,4
009342,Midstory,Q2,3
009342,Midstory,Q3,5
009342,Midstory,Q4,5
009342,Canopy,Mic,5
009342,Canopy,Q1,5
009342,Canopy,Q2,4
009342,Canopy,Q3,4
009342,Canopy,Q4,5
009091,Midstory,Mic,2
009091,Midstory,Q1,1
009091,Midstory,Q2,4
009091,Midstory,Q3,1
009091,Midstory,Q4,3
009091,Canopy,Mic,5
009091,Canopy,Q1,5
009091,Canopy,Q2,4
009091,Canopy,Q3,5
009091,Canopy,Q4,5
009092,Midstory,Mic,4
009092,Midstory,Q1,1
009092,Midstory,Q2,4
009092,Midstory,Q3,4
009092,Midstory,Q4,2
009092,Canopy,Mic,5
009092,Canopy,Q1,5
009092,Canopy,Q2,4
009092,Canopy,Q3,5
009092,Canopy,Q4,5
008942,Midstory,Mic,1
008942,Midstory,Q1,1
008942,Midstory,Q2,2
008942,Midstory,Q3,2
008942,Midstory,Q4,4
008942,Canopy,Mic,5
008942,Canopy,Q1,5
008942,Canopy,Q2,5
008942,Canopy,Q3,3
008942,Canopy,Q4,5
008941,Midstory,Mic,2
008941,Midstory,Q1,5
008941,Midstory,Q2,5
008941,Midstory,Q3,4
008941,Midstory,Q4,2
008941,Canopy,Mic,3
008941,Canopy,Q1,1
008941,Canopy,Q2,3
008941,Canopy,Q3,3
008941,Canopy,Q4,5
009251,Midstory,Mic,4
009251,Midstory,Q1,5
009251,Midstory,Q2,4
009251,Midstory,Q3,2
009251,Midstory,Q4,2
009251,Canopy,Mic,4
009251,Canopy,Q1,5
009251,Canopy,Q2,5
009251,Canopy,Q3,3
009251,Canopy,Q4,3
009252,Midstory,Mic,1
009252,Midstory,Q1,1
009252,Midstory,Q2,5
009252,Midstory,Q3,1
009252,Midstory,Q4,4
009252,Canopy,Mic,1
009252,Canopy,Q1,1
009252,Canopy,Q2,1
009252,Canopy,Q3,1
009252,Canopy,Q4,1
008842,Midstory,Mic,2
008842,Midstory,Q1,2
008842,Midstory,Q2,1
008842,Midstory,Q3,1
008842,Midstory,Q4,5
008842,Canopy,Mic,5
008842,Canopy,Q1,5
008842,Canopy,Q2,1
008842,Canopy,Q3,1
008842,Canopy,Q4,4
008841,Midstory,Mic,1
008841,Midstory,Q1,1
008841,Midstory,Q2,3
008841,Midstory,Q3,1
008841,Midstory,Q4,2
008841,Canopy,Mic,5
008841,Canopy,Q1,5
008841,Canopy,Q2,5
008841,Canopy,Q3,1
008841,Canopy,Q4,5
010641,Midstory,Mic,1
010641,Midstory,Q1,2
010641,Midstory,Q2,1
010641,Midstory,Q3,4
010641,Midstory,Q4,1
010641,Canopy,Mic,5
010641,Canopy,Q1,3
010641,Canopy,Q2,5
010641,Canopy,Q3,5
010641,Canopy,Q4,5
010642,Midstory,Mic,1
010642,Midstory,Q1,5
010642,Midstory,Q2,2
010642,Midstory,Q3,5
010642,Midstory,Q4,2
010642,Canopy,Mic,5
010642,Canopy,Q1,4
010642,Canopy,Q2,5
010642,Canopy,Q3,5
010642,Canopy,Q4,5
009002,Midstory,Mic,1
009002,Midstory,Q1,1
009002,Midstory,Q2,3
009002,Midstory,Q3,1
009002,Midstory,Q4,5
009002,Canopy,Mic,1
009002,Canopy,Q1,1
009002,Canopy,Q2,1
009002,Canopy,Q3,1
009002,Canopy,Q4,5
009001,Midstory,Mic,1
009001,Midstory,Q1,1
009001,Midstory,Q2,5
009001,Midstory,Q3,1
009001,Midstory,Q4,1
009001,Canopy,Mic,1
009001,Canopy,Q1,1
009001,Canopy,Q2,5
009001,Canopy,Q3,2
009001,Canopy,Q4,1
