hab_UID,hab_site,hab_depnum,hab_loc,hab_under,hab_snag,hab_dist,hab_type,hab_code,Notes,hab_tree,hab_D130
287,4,27932,Q3,D,1,81,Decid,800,NA,T3,325
288,4,27932,Q4,D,3,50,Decid,800,NA,T3,388
291,4,26172,Q3,D,2,51,Decid,800,NA,T3,309
300,4,28371,Q4,D,3,104,Decid,800,NA,T3,393
333,4,27092,Q1,D,6,34,Decid,800,NA,T3,240
337,4,26111,Q1,D,11,100,Decid,310,NA,T3,423
340,4,26111,Q4,D,2,156,Decid,310,NA,T3,477
341,4,26112,Q1,D,4,152,Decid,310,NA,T3,395
500,1,1131,Q4,O,0,208,Decid,920,NA,T3,120
556,3,17341,Q4,D,0,44,Decid,740,NA,T3,339
580,3,17542,Q4,S,0,55,Conf,57,NA,T3,233
711,3,17582,Q3,S,1,76,Decid,310,NA,T3,710
723,3,17661,Q3,S,0,68,Conf,57,NA,T3,172
724,3,17661,Q4,S,0,51,Conf,57,NA,T3,124
761,2,8722,Q1,D,1,113,Decid,970,NA,T3,207
829,2,10121,Q1,S,0,103,Decid,682,NA,T3,221
881,2,8942,Q1,D,0,34,Decid,310,NA,T3,175
92,16,131142,Q4,S,0,105,Conf,100,NA,T4,456
269,4,26812,Q1,D,1,190,Decid,800,NA,T4,235
284,4,27931,Q4,D,1,68,Decid,800,NA,T4,277
286,4,27932,Q2,D,3,80,Decid,800,NA,T4,304
287,4,27932,Q3,D,1,81,Decid,800,NA,T4,316
288,4,27932,Q4,D,3,50,Decid,800,NA,T4,289
291,4,26172,Q3,D,2,51,Decid,800,NA,T4,280
300,4,28371,Q4,D,3,104,Decid,800,NA,T4,293
333,4,27092,Q1,D,6,34,Decid,800,NA,T4,224
340,4,26111,Q4,D,2,156,Decid,310,NA,T4,426
500,1,1131,Q4,O,0,208,Decid,920,NA,T4,575
723,3,17661,Q3,S,0,68,Conf,57,NA,T4,185
829,2,10121,Q1,S,0,103,Decid,682,NA,T4,121
284,4,27931,Q4,D,1,68,Decid,800,NA,T5,261
287,4,27932,Q3,D,1,81,Decid,800,NA,T5,333
291,4,26172,Q3,D,2,51,Decid,800,NA,T5,346
333,4,27092,Q1,D,6,34,Decid,800,NA,T5,262
723,3,17661,Q3,S,0,68,Conf,57,NA,T5,151
829,2,10121,Q1,S,0,103,Decid,682,NA,T5,137
83,16,130432,Q3,O,0,NA,NA,999,NA,T1,NA
84,16,130432,Q4,S,0,NA,NA,999,NA,T1,NA
86,16,130431,Q2,S,0,NA,NA,999,NA,T1,NA
87,16,130431,Q3,O,0,NA,NA,999,NA,T1,NA
88,16,130431,Q4,S,0,NA,NA,999,NA,T1,NA
132,16,130022,Q4,S,0,NA,NA,999,NA,T1,NA
164,16,132101,Q4,O,0,NA,NA,999,NA,T1,NA
196,4,30941,Q4,D,1,NA,NA,999,NA,T1,NA
198,4,30942,Q2,S,0,NA,NA,999,NA,T1,NA
214,4,27572,Q2,O,0,NA,NA,999,NA,T1,NA
226,4,28062,Q2,S,0,NA,NA,999,NA,T1,NA
243,4,28891,Q3,S,0,NA,NA,999,NA,T1,NA
261,4,30212,Q1,S,1,NA,NA,999,NA,T1,NA
264,4,30212,Q4,D,2,NA,NA,999,NA,T1,NA
283,4,27931,Q3,S,0,NA,NA,999,NA,T1,NA
298,4,28371,Q2,O,0,NA,NA,999,NA,T1,NA
302,4,28372,Q2,S,0,NA,NA,999,NA,T1,NA
311,4,26012,Q3,D,3,NA,NA,999,NA,T1,NA
322,4,27261,Q2,O,0,NA,NA,999,NA,T1,NA
323,4,27261,Q3,O,0,NA,NA,999,NA,T1,NA
324,4,27261,Q4,S,1,NA,NA,999,NA,T1,NA
325,4,27262,Q1,S,1,NA,NA,999,NA,T1,NA
326,4,27262,Q2,S,0,NA,NA,999,NA,T1,NA
343,4,26112,Q3,S,0,NA,NA,999,NA,T1,NA
344,4,26112,Q4,S,0,NA,NA,999,NA,T1,NA
350,4,26142,Q2,S,0,NA,NA,999,NA,T1,NA
351,4,26142,Q3,O,0,NA,NA,999,NA,T1,NA
367,4,26752,Q3,S,0,NA,NA,999,NA,T1,NA
373,1,42,Q1,S,0,NA,NA,999,NA,T1,NA
374,1,42,Q2,S,0,NA,NA,999,NA,T1,NA
379,1,92,Q3,S,0,NA,NA,999,NA,T1,NA
382,1,91,Q2,D,0,NA,NA,999,NA,T1,NA
413,1,202,Q1,S,0,NA,NA,999,NA,T1,NA
414,1,202,Q2,S,0,NA,NA,999,NA,T1,NA
434,1,531,Q2,D,0,NA,NA,999,NA,T1,NA
438,1,532,Q2,S,0,NA,NA,999,NA,T1,NA
439,1,532,Q3,S,1,NA,NA,999,NA,T1,NA
441,1,591,Q1,S,0,NA,NA,999,NA,T1,NA
455,1,611,Q3,S,0,NA,NA,999,NA,T1,NA
464,1,662,Q4,S,0,NA,NA,999,NA,T1,NA
474,1,931,Q2,S,2,NA,NA,999,NA,T1,NA
479,1,932,Q3,S,0,NA,NA,999,NA,T1,NA
480,1,932,Q4,S,0,NA,NA,999,NA,T1,NA
499,1,1131,Q3,S,0,NA,NA,999,NA,T1,NA
505,1,1211,Q1,S,0,NA,NA,999,NA,T1,NA
509,1,1212,Q1,D,0,NA,NA,999,NA,T1,NA
520,1,1252,Q4,D,0,NA,NA,999,NA,T1,NA
522,1,1531,Q2,O,0,NA,NA,999,NA,T1,NA
534,1,1552,Q2,S,0,NA,NA,999,NA,T1,NA
553,3,17341,Q1,D,0,NA,NA,999,NA,T1,NA
557,3,17342,Q1,D,0,NA,NA,999,NA,T1,NA
562,3,17811,Q2,S,0,NA,NA,999,NA,T1,NA
563,3,17811,Q3,D,1,NA,NA,999,NA,T1,NA
578,3,17542,Q2,O,0,NA,NA,999,NA,T1,NA
579,3,17542,Q3,O,0,NA,NA,999,NA,T1,NA
585,3,18782,Q1,S,0,NA,NA,999,NA,T1,NA
590,3,18781,Q2,D,0,NA,NA,999,NA,T1,NA
610,3,17502,Q2,S,0,NA,NA,999,NA,T1,NA
637,3,18011,Q1,D,16,NA,NA,999,NA,T1,NA
643,3,17692,Q3,S,0,NA,NA,999,NA,T1,NA
644,3,17692,Q4,O,0,NA,NA,999,NA,T1,NA
651,3,17852,Q3,O,0,NA,NA,999,NA,T1,NA
652,3,17852,Q4,O,0,NA,NA,999,NA,T1,NA
667,3,18172,Q3,S,0,NA,NA,999,NA,T1,NA
684,3,18451,Q4,O,1,NA,NA,999,NA,T1,NA
686,3,18452,Q2,O,0,NA,NA,999,NA,T1,NA
689,3,17302,Q1,O,0,NA,NA,999,NA,T1,NA
692,3,17302,Q4,O,1,NA,NA,999,NA,T1,NA
693,3,17301,Q1,O,0,NA,NA,999,NA,T1,NA
696,3,17301,Q4,O,0,NA,NA,999,NA,T1,NA
719,3,18661,Q3,O,0,NA,NA,999,NA,T1,NA
720,3,18661,Q4,D,0,NA,NA,999,NA,T1,NA
731,3,19061,Q3,D,0,NA,NA,999,NA,T1,NA
745,2,9562,Q1,O,0,NA,NA,999,NA,T1,NA
748,2,9562,Q4,O,0,NA,NA,999,NA,T1,NA
762,2,8722,Q2,O,0,NA,NA,999,NA,T1,NA
766,2,8721,Q2,O,0,NA,NA,999,NA,T1,NA
767,2,8721,Q3,O,0,NA,NA,999,NA,T1,NA
776,2,9582,Q4,D,0,NA,NA,999,NA,T1,NA
816,2,9812,Q4,S,0,NA,NA,999,NA,T1,NA
842,2,8771,Q2,O,0,NA,NA,999,NA,T1,NA
858,2,9141,Q2,S,0,NA,NA,999,NA,T1,NA
859,2,9141,Q3,O,0,NA,NA,999,NA,T1,NA
